,artist,firstName,gender,itemInSession,lastName,length,level,location,sessionId,song,userId
1919,Brandon Heath,Aleena,F,47,Kirby,232.69832000000002,paid,"Waterloo-Cedar Falls, IA",639,Give Me Your Eyes,44.0
1920,,Aleena,F,48,Kirby,,paid,"Waterloo-Cedar Falls, IA",639,,44.0
1921,,Aleena,F,49,Kirby,,paid,"Waterloo-Cedar Falls, IA",639,,44.0
1922,,Aleena,F,50,Kirby,,paid,"Waterloo-Cedar Falls, IA",639,,44.0
1923,Samael,Lily,F,0,Burns,221.33506,free,"New York-Newark-Jersey City, NY-NJ-PA",756,Under One Flag,32.0
1924,Steve Bug,Aleena,F,51,Kirby,438.67383,paid,"Waterloo-Cedar Falls, IA",639,Smackman,44.0
1925,Guns N' Roses,Aleena,F,52,Kirby,208.48281,paid,"Waterloo-Cedar Falls, IA",639,Down On The Farm,44.0
1926,New Boyz,Aleena,F,53,Kirby,178.80771000000001,paid,"Waterloo-Cedar Falls, IA",639,Tie Me Down [feat. Ray J] (Amended Album Version),44.0
1927,Train,Aleena,F,54,Kirby,216.76362999999998,paid,"Waterloo-Cedar Falls, IA",639,Hey_ Soul Sister,44.0
1928,,,,0,,,paid,,758,,
1929,Randy Crawford,Aleena,F,55,Kirby,270.75872999999996,paid,"Waterloo-Cedar Falls, IA",639,Almaz,44.0
1930,Cro-Mags,Jacob,M,0,Rogers,206.99383,free,"San Diego-Carlsbad, CA",459,Eyes Of Tomorrow,18.0
1931,Animal Collective,Ryan,M,0,Smith,322.0371,free,"San Jose-Sunnyvale-Santa Clara, CA",767,In The Flowers,26.0
1932,,Ryan,M,1,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",767,,26.0
1933,,Chloe,F,1,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",758,,49.0
1934,Marisa Monte,Chloe,F,2,Cuevas,290.95138,paid,"San Francisco-Oakland-Hayward, CA",758,O Xote Das Meninas/Asa Branca/Hino A Sao Jose,49.0
1935,Hollywood Undead,Chloe,F,3,Cuevas,210.52036,paid,"San Francisco-Oakland-Hayward, CA",758,Everywhere I Go,49.0
1936,JosÃÂ© GonzÃÂ¡lez,Chloe,F,4,Cuevas,162.97751,paid,"San Francisco-Oakland-Hayward, CA",758,Crosses,49.0
1937,Tom Petty And The Heartbreakers,Chloe,F,5,Cuevas,241.52771,paid,"San Francisco-Oakland-Hayward, CA",758,Learning To Fly,49.0
1938,Sara Bareilles,Chloe,F,6,Cuevas,233.37751,paid,"San Francisco-Oakland-Hayward, CA",758,Gravity,49.0
1939,,Tucker,M,0,Garrison,,free,"Oxnard-Thousand Oaks-Ventura, CA",730,,40.0
1940,Asian Dub Foundation,Chloe,F,7,Cuevas,264.69832,paid,"San Francisco-Oakland-Hayward, CA",758,Rise To The Challenge,49.0
1941,Cast Of Camp Rock,Ayla,F,0,Johnson,190.71955,free,"Santa Rosa, CA",729,We Rock,63.0
1942,The Killers,Chloe,F,8,Cuevas,287.73832000000004,paid,"San Francisco-Oakland-Hayward, CA",758,All The Pretty Faces,49.0
1943,Yung Berg feat. Young Jeezy & Ludacris,Ayla,F,1,Johnson,177.162,free,"Santa Rosa, CA",729,285 (feat. Young Jeezy & Ludacris),63.0
1944,Sin Bandera,Ayla,F,2,Johnson,252.78649,free,"Santa Rosa, CA",729,Si Me Besas,63.0
1945,Black Eyed Peas,Chloe,F,9,Cuevas,229.61587000000003,paid,"San Francisco-Oakland-Hayward, CA",758,Let's Get It Started,49.0
1946,OneRepublic,Ayla,F,3,Johnson,208.14321999999999,free,"Santa Rosa, CA",729,Apologize,63.0
1947,Charlie Louvin,Chloe,F,10,Cuevas,170.86649,paid,"San Francisco-Oakland-Hayward, CA",758,I Think I'll Live,49.0
1948,Ill Nino,Chloe,F,11,Cuevas,202.57914,paid,"San Francisco-Oakland-Hayward, CA",758,Unframed (Album Version),49.0
1949,Coldplay,Chloe,F,12,Cuevas,294.1122,paid,"San Francisco-Oakland-Hayward, CA",758,Fix You,49.0
1950,Kansas,Chloe,F,13,Cuevas,275.9571,paid,"San Francisco-Oakland-Hayward, CA",758,Carry On Wayward Son,49.0
1951,,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",780,,32.0
1952,Kurtis Blow,Colm,M,0,Santana,353.88036,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",722,The Breaks,67.0
1953,Chromeo,Sylvie,F,0,Cruz,171.57179,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",717,Momma's Boy,10.0
1954,Beach House,Chloe,F,14,Cuevas,322.71628,paid,"San Francisco-Oakland-Hayward, CA",758,Walk In The Park,49.0
1955,BeyoncÃÂ©,Chloe,F,15,Cuevas,236.35546000000002,paid,"San Francisco-Oakland-Hayward, CA",758,Ego,49.0
1956,Kid Cudi / MGMT / Ratatat,Chloe,F,16,Cuevas,295.67955,paid,"San Francisco-Oakland-Hayward, CA",758,Pursuit Of Happiness (nightmare),49.0
1957,Erin McKeown,Chloe,F,17,Cuevas,292.75383,paid,"San Francisco-Oakland-Hayward, CA",758,Daisy And Prudence,49.0
1958,Andres Calamaro,Chloe,F,18,Cuevas,263.83628,paid,"San Francisco-Oakland-Hayward, CA",758,Los Aviones,49.0
1959,Akon,Chloe,F,19,Cuevas,253.77913999999998,paid,"San Francisco-Oakland-Hayward, CA",758,Freedom,49.0
1960,Los Bunkers,Chloe,F,20,Cuevas,217.83465,paid,"San Francisco-Oakland-Hayward, CA",758,Ven AquÃÂ­,49.0
1961,Steely Dan,Chloe,F,21,Cuevas,273.94567,paid,"San Francisco-Oakland-Hayward, CA",758,Reelin' In The Years,49.0
1962,Aterciopelados,Chloe,F,22,Cuevas,169.45587,paid,"San Francisco-Oakland-Hayward, CA",758,Complemento,49.0
1963,,Chloe,F,23,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",758,,49.0
1964,,Chloe,F,24,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",758,,49.0
1965,,Chloe,F,25,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",758,,49.0
1966,The Avett Brothers,Chloe,F,26,Cuevas,291.36933999999997,paid,"San Francisco-Oakland-Hayward, CA",758,Laundry Room,49.0
1967,Metallica,Chloe,F,27,Cuevas,284.86485,paid,"San Francisco-Oakland-Hayward, CA",758,Fight Fire With Fire,49.0
1968,Rihanna,Chloe,F,28,Cuevas,208.40444,paid,"San Francisco-Oakland-Hayward, CA",758,Te Amo,49.0
1969,,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",783,,26.0
1970,Sepultura,Chloe,F,29,Cuevas,238.62812000000002,paid,"San Francisco-Oakland-Hayward, CA",758,More Of The Same,49.0
1971,Fate,Ryan,M,1,Smith,290.58567,free,"San Jose-Sunnyvale-Santa Clara, CA",783,(I Can't Stand) Losing You (2004 Digital Remaster),26.0
1972,Stone Temple Pilots,Chloe,F,30,Cuevas,155.24526,paid,"San Francisco-Oakland-Hayward, CA",758,Days Of The Week (Album Version),49.0
1973,Sean Kingston and Justin Bieber,Ryan,M,2,Smith,201.9522,free,"San Jose-Sunnyvale-Santa Clara, CA",783,Eenie Meenie,26.0
1974,Iron Maiden,Chloe,F,31,Cuevas,233.76934,paid,"San Francisco-Oakland-Hayward, CA",758,Run To The Hills (1998 Digital Remaster),49.0
1975,Blackalicious,Chloe,F,32,Cuevas,206.36688999999998,paid,"San Francisco-Oakland-Hayward, CA",758,Make You Feel That Way,49.0
1976,,Kinsley,F,0,Young,,paid,"Red Bluff, CA",776,,85.0
1977,,Kinsley,F,1,Young,,paid,"Red Bluff, CA",776,,85.0
1978,Deftones,Kinsley,F,2,Young,372.97587000000004,paid,"Red Bluff, CA",776,Head Up (LP Version),85.0
1979,Destiny's Child,Chloe,F,33,Cuevas,271.33342000000005,paid,"San Francisco-Oakland-Hayward, CA",758,Say My Name,49.0
1980,Cat Stevens,Chloe,F,34,Cuevas,167.6273,paid,"San Francisco-Oakland-Hayward, CA",758,If You Want To Sing Out_ Sing Out,49.0
1981,The Notorious B.I.G.,Kinsley,F,3,Young,239.75137999999998,paid,"Red Bluff, CA",776,Playa Hater (Amended Version),85.0
1982,Eminem / Dr. Dre / 50 Cent,Chloe,F,35,Cuevas,297.482,paid,"San Francisco-Oakland-Hayward, CA",758,Crack A Bottle,49.0
1983,,Jayden,M,0,Fox,,free,"New Orleans-Metairie, LA",733,,101.0
1984,Orchestral Manoeuvres In The Dark,Kinsley,F,4,Young,263.26159,paid,"Red Bluff, CA",776,Stay (The Black Rose And The Universal Wheel),85.0
1985,,Jayden,M,1,Fox,,free,"New Orleans-Metairie, LA",733,,101.0
1986,,Jayden,M,2,Fox,,free,"New Orleans-Metairie, LA",733,,101.0
1987,Vangelis,Kinsley,F,5,Young,280.21506,paid,"Red Bluff, CA",776,Roxane's Veil,85.0
1988,,Chloe,F,36,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",758,,49.0
1989,Spandau Ballet,Kinsley,F,6,Young,333.63546,paid,"Red Bluff, CA",776,TRUE,85.0
1990,,Kinsley,F,7,Young,,paid,"Red Bluff, CA",776,,85.0
1991,The Pussycat Dolls,Kinsley,F,8,Young,197.90322,paid,"Red Bluff, CA",776,I'm Done,85.0
1992,The Hollies,Kinsley,F,9,Young,252.96934,paid,"Red Bluff, CA",776,I'm Down,85.0
1993,Lily Allen,Kinsley,F,10,Young,190.95465,paid,"Red Bluff, CA",776,LDN,85.0
1994,Fall Out Boy,Kinsley,F,11,Young,231.47057,paid,"Red Bluff, CA",776,She's My Winona,85.0
1995,,Anabelle,F,0,Simpson,,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",731,,69.0
1996,Metallica,Kinsley,F,12,Young,396.40771,paid,"Red Bluff, CA",776,The Unforgiven II,85.0
1997,Journey,Hannah,F,0,Calhoun,244.06159,free,"Los Angeles-Long Beach-Anaheim, CA",410,Loved By You,64.0
1998,O-Zone,Kinsley,F,13,Young,213.7073,paid,"Red Bluff, CA",776,Dragostea din tin (ma-ya-hi),85.0
1999,The Spinners,Chloe,F,37,Cuevas,187.27138,paid,"San Francisco-Oakland-Hayward, CA",758,It's A Shame,49.0
2000,Murs,Kinsley,F,14,Young,256.7571,paid,"Red Bluff, CA",776,Bad Man!,85.0
2001,Navajita Platea,Chloe,F,38,Cuevas,261.14567,paid,"San Francisco-Oakland-Hayward, CA",758,Desde Mi Azotea (Version JDK),49.0
2002,Basshunter,Kinsley,F,15,Young,207.0722,paid,"Red Bluff, CA",776,Boten Anna [Radio edit],85.0
2003,Melody Gardot,Chloe,F,39,Cuevas,322.97751,paid,"San Francisco-Oakland-Hayward, CA",758,Some Lessons,49.0
2004,Maelo Ruiz,Kinsley,F,16,Young,292.77995,paid,"Red Bluff, CA",776,Te Va A Doler,85.0
2005,Aaliyah,Chloe,F,40,Cuevas,289.88036,paid,"San Francisco-Oakland-Hayward, CA",758,At Your Best You Are Love,49.0
2006,Dwight Yoakam,Kinsley,F,17,Young,239.3073,paid,"Red Bluff, CA",776,You're The One,85.0
2007,Coldplay,Chloe,F,41,Cuevas,307.51302000000004,paid,"San Francisco-Oakland-Hayward, CA",758,Clocks,49.0
2008,Fragma,Kinsley,F,18,Young,440.76363,paid,"Red Bluff, CA",776,Everytime You Need Me (Pulsedriver Remix) (Instrumental),85.0
2009,Rihanna,Chloe,F,42,Cuevas,268.25097999999997,paid,"San Francisco-Oakland-Hayward, CA",758,Don't Stop The Music,49.0
2010,Temple Of The Dog,Kinsley,F,19,Young,243.9571,paid,"Red Bluff, CA",776,Hunger Strike,85.0
2011,Tears For Fears,Chloe,F,43,Cuevas,255.34649,paid,"San Francisco-Oakland-Hayward, CA",758,Head Over Heels,49.0
2012,Base Ball Bear,Kinsley,F,20,Young,255.60771,paid,"Red Bluff, CA",776,Sayonara-Nostalgia,85.0
2013,Train,Chloe,F,44,Cuevas,234.50077000000002,paid,"San Francisco-Oakland-Hayward, CA",758,Skyscraper,49.0
2014,Rufus Wainwright,Kinsley,F,21,Young,249.62567,paid,"Red Bluff, CA",776,Hallelujah,85.0
2015,Confederate Railroad,Chloe,F,45,Cuevas,202.57914,paid,"San Francisco-Oakland-Hayward, CA",758,Jesus And Mama (LP Version),49.0
2016,Leona Lewis,Kinsley,F,22,Young,203.88526000000002,paid,"Red Bluff, CA",776,Forgive Me,85.0
2017,,Kinsley,F,23,Young,,paid,"Red Bluff, CA",776,,85.0
2018,,Kinsley,F,24,Young,,paid,"Red Bluff, CA",776,,85.0
2019,Panic At The Disco,Chloe,F,46,Cuevas,259.29098,paid,"San Francisco-Oakland-Hayward, CA",758,Behind The Sea [Live In Chicago],49.0
2020,,Kinsley,F,25,Young,,paid,"Red Bluff, CA",776,,85.0
2021,Jesse Cook,Kinsley,F,26,Young,240.43057000000002,paid,"Red Bluff, CA",776,Byzantium Underground,85.0
2022,Gorillaz,Chloe,F,47,Cuevas,221.20443999999998,paid,"San Francisco-Oakland-Hayward, CA",758,Feel Good Inc (Album Version),49.0
2023,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Kinsley,F,27,Young,277.15873,paid,"Red Bluff, CA",776,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),85.0
2024,Paramore,Chloe,F,48,Cuevas,267.65016,paid,"San Francisco-Oakland-Hayward, CA",758,The Only Exception (Album Version),49.0
2025,Yonder Mountain String Band,Kinsley,F,28,Young,297.58648999999997,paid,"Red Bluff, CA",776,Boatman's Dance,85.0
2026,,Chloe,F,49,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",758,,49.0
2027,Nine Inch Nails,Kinsley,F,29,Young,293.69424,paid,"Red Bluff, CA",776,Dead Souls (LP Version),85.0
2028,Robert Calvert,Kinsley,F,30,Young,140.61668999999998,paid,"Red Bluff, CA",776,The Making Of Midgard (2007 Digital Remaster),85.0
2029,Abydos,Kinsley,F,31,Young,76.85179000000001,paid,"Red Bluff, CA",776,Green's Guidance For A Stategy Adventure Game,85.0
2030,Karsh Kale,Kinsley,F,32,Young,446.27545999999995,paid,"Red Bluff, CA",776,Break of Dawn,85.0
2031,Machine Head,Kinsley,F,33,Young,542.58893,paid,"Red Bluff, CA",776,Halo (Explicit Album Version),85.0
2032,Orishas,Chloe,F,50,Cuevas,247.43138,paid,"San Francisco-Oakland-Hayward, CA",758,Quien Te Dijo,49.0
2033,Common / Vinia Mojica / Roy Hargrove / Femi Kuti,Kinsley,F,34,Young,356.07465,paid,"Red Bluff, CA",776,Time Traveling (A Tribute To Fela),85.0
2034,Ricardo Montaner,Chloe,F,51,Cuevas,249.41669,paid,"San Francisco-Oakland-Hayward, CA",758,Y Como  Es El,49.0
2035,Denise Jannah,Kinsley,F,35,Young,477.04770999999994,paid,"Red Bluff, CA",776,'Round Midnight,85.0
2036,,Kinsley,F,36,Young,,paid,"Red Bluff, CA",776,,85.0
2037,Loudon Wainwright III,Chloe,F,52,Cuevas,147.74812,paid,"San Francisco-Oakland-Hayward, CA",758,I Suppose,49.0
2038,Seeed,Chloe,F,53,Cuevas,192.80934,paid,"San Francisco-Oakland-Hayward, CA",758,Ding (Thing Feat. Saian Supa Crew),49.0
2039,Yung Berg,Chloe,F,54,Cuevas,230.63465,paid,"San Francisco-Oakland-Hayward, CA",758,Do That There (featuring Dude 'N Nem),49.0
2040,My Chemical Romance,Ryan,M,0,Smith,184.71138,free,"San Jose-Sunnyvale-Santa Clara, CA",789,I'm Not Okay (I Promise) (Live From Sessions@AOL),26.0
2041,Country Joe & The Fish,Chloe,F,55,Cuevas,294.76526,paid,"San Francisco-Oakland-Hayward, CA",758,Rockin Round The World,49.0
2042,Linkin Park,Ryan,M,1,Smith,208.92689,free,"San Jose-Sunnyvale-Santa Clara, CA",789,What I've Done (Album Version),26.0
2043,Emiliana Torrini,Chloe,F,56,Cuevas,257.67138,paid,"San Francisco-Oakland-Hayward, CA",758,Me And Armini,49.0
2044,Viola,Chloe,F,57,Cuevas,260.25751,paid,"San Francisco-Oakland-Hayward, CA",758,Nostalgia Amnesia,49.0
2045,Panic At The Disco,Chloe,F,58,Cuevas,114.31138,paid,"San Francisco-Oakland-Hayward, CA",758,Folkin' Around [Live In Chicago],49.0
2046,Travis,Chloe,F,59,Cuevas,204.7473,paid,"San Francisco-Oakland-Hayward, CA",758,Good Feeling,49.0
2047,Kings Of Leon,Chloe,F,60,Cuevas,201.79546000000002,paid,"San Francisco-Oakland-Hayward, CA",758,Revelry,49.0
2048,The Darkness,Chloe,F,61,Cuevas,206.81098,paid,"San Francisco-Oakland-Hayward, CA",758,One Way Ticket [Radio Edit],49.0
2049,Florence + The Machine,Chloe,F,62,Cuevas,168.64608,paid,"San Francisco-Oakland-Hayward, CA",758,You've Got The Love,49.0
2050,,Chloe,F,63,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",758,,49.0
2051,,,,64,,,paid,,758,,
2052,,,,65,,,paid,,758,,
2053,Kenny G,Chloe,F,53,Cuevas,256.57424,paid,"San Francisco-Oakland-Hayward, CA",648,Everlasting,49.0
2054,Randy Crawford,Chloe,F,54,Cuevas,251.40200000000002,paid,"San Francisco-Oakland-Hayward, CA",648,Rio De Janeiro Blue (Album Version),49.0
2055,Placebo,Chloe,F,55,Cuevas,224.02567000000002,paid,"San Francisco-Oakland-Hayward, CA",648,Breathe Underwater,49.0
2056,Poison The Well,Chloe,F,56,Cuevas,184.60689,paid,"San Francisco-Oakland-Hayward, CA",648,Riverside,49.0
2057,Justin Bieber,Chloe,F,57,Cuevas,196.88443999999998,paid,"San Francisco-Oakland-Hayward, CA",648,U Smile,49.0
2058,Type O Negative,Chloe,F,58,Cuevas,366.23627999999997,paid,"San Francisco-Oakland-Hayward, CA",648,Can't Lose You (Album Version),49.0
2059,The All-American Rejects,Chloe,F,59,Cuevas,260.15302,paid,"San Francisco-Oakland-Hayward, CA",648,Happy Endings,49.0
2060,Eminem,Mohammad,M,0,Rodriguez,252.73424,free,"Sacramento--Roseville--Arden-Arcade, CA",659,Still Don't Give A Fuck,88.0
2061,Silversun Pickups,Chloe,F,60,Cuevas,353.61914,paid,"San Francisco-Oakland-Hayward, CA",648,Growing Old Is Getting Old (Album Version),49.0
2062,Kid Rock,Chloe,F,61,Cuevas,396.72118,paid,"San Francisco-Oakland-Hayward, CA",648,New Orleans (Album Version),49.0
2063,Clifford Brown,Chloe,F,62,Cuevas,662.83057,paid,"San Francisco-Oakland-Hayward, CA",648,Night In Tunisia,49.0
2064,New Found Glory,Chloe,F,63,Cuevas,222.45832000000001,paid,"San Francisco-Oakland-Hayward, CA",648,My Friends Over You,49.0
2065,Elton John,Chloe,F,64,Cuevas,417.01832,paid,"San Francisco-Oakland-Hayward, CA",648,Song For Guy,49.0
2066,Hot Chip,Chloe,F,65,Cuevas,198.76526,paid,"San Francisco-Oakland-Hayward, CA",648,Tchaparian,49.0
2067,Ratatat,Chloe,F,66,Cuevas,226.53342,paid,"San Francisco-Oakland-Hayward, CA",648,Loud Pipes,49.0
2068,Tech N9ne,Chloe,F,67,Cuevas,345.5473,paid,"San Francisco-Oakland-Hayward, CA",648,Going Bad,49.0
2069,Judy Cheeks,Chloe,F,68,Cuevas,333.08689,paid,"San Francisco-Oakland-Hayward, CA",648,So In Love (The Real Deal) (Frankie Foncett Vocal Mix),49.0
2070,The Offspring,Chloe,F,69,Cuevas,167.65341999999998,paid,"San Francisco-Oakland-Hayward, CA",648,Cool To Hate (Album version),49.0
2071,Arctic Monkeys,Chloe,F,70,Cuevas,177.84118,paid,"San Francisco-Oakland-Hayward, CA",648,Fake Tales Of San Francisco (Explicit),49.0
2072,Pinback,Chloe,F,71,Cuevas,286.56281,paid,"San Francisco-Oakland-Hayward, CA",648,Penelope,49.0
2073,Edwyn Collins,Chloe,F,72,Cuevas,235.91137999999998,paid,"San Francisco-Oakland-Hayward, CA",648,A Girl Like You,49.0
2074,Air,Chloe,F,73,Cuevas,244.50567,paid,"San Francisco-Oakland-Hayward, CA",648,Venus,49.0
2075,Los Lobos,Chloe,F,74,Cuevas,247.74485,paid,"San Francisco-Oakland-Hayward, CA",648,Good Morning Aztlan,49.0
2076,Samael,Sylvie,F,0,Cruz,247.09179,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",677,God's Snake,10.0
2077,Infected Mushroom,Kaleb,M,0,Cook,423.6273,free,"Yuba City, CA",616,Saeed,54.0
2078,Shaft,Kaleb,M,1,Cook,207.46403999999998,free,"Yuba City, CA",616,(Mucho Mambo) Sway,54.0
2079,Coldplay,Kaleb,M,2,Cook,307.51302000000004,free,"Yuba City, CA",616,Clocks,54.0
2080,The Kills,Kaleb,M,3,Cook,287.97342000000003,free,"Yuba City, CA",616,Wait,54.0
2081,Cut Copy,Kaleb,M,4,Cook,61.961999999999996,free,"Yuba City, CA",616,We Fight For Diamonds,54.0
2082,Telepath,Kaleb,M,5,Cook,304.19546,free,"Yuba City, CA",616,Globalized,54.0
2083,Daddy Yankee,Kaleb,M,6,Cook,214.77832,free,"Yuba City, CA",616,Somos De Calle,54.0
2084,Ennio Morricone,Kaleb,M,7,Cook,215.01342000000002,free,"Yuba City, CA",616,Chi Mai (El Profesional),54.0
2085,Moby,Bronson,M,0,Harris,240.74403999999998,free,"Eugene, OR",516,In This World,33.0
2086,Plain White T's,Kaleb,M,8,Cook,232.202,free,"Yuba City, CA",616,Hey There Delilah,54.0
2087,The Hush Sound,Jordan,F,0,Hicks,192.46975,free,"Salinas, CA",581,A Dark Congregation (Album Version),37.0
2088,OneRepublic,Jordan,F,1,Hicks,212.32281,free,"Salinas, CA",581,Goodbye_ Apathy,37.0
2089,,Jizelle,F,0,Benjamin,,free,"Plymouth, IN",354,,2.0
2090,Linkin Park,Jizelle,F,1,Benjamin,183.97995,free,"Plymouth, IN",354,Runaway (Album Version),2.0
2091,Inverse,Jizelle,F,2,Benjamin,225.69751000000002,free,"Plymouth, IN",354,Spark My Soul (feat. Substantial),2.0
2092,The Ramones,Jizelle,F,3,Benjamin,210.18077000000002,free,"Plymouth, IN",354,Pet Semetary,2.0
2093,iio,Ryan,M,0,Smith,270.36689,free,"San Jose-Sunnyvale-Santa Clara, CA",670,Smooth,26.0
2094,,Aiden,M,0,Hess,,free,"La Crosse-Onalaska, WI-MN",664,,86.0
2095,Britt Nicole,Jacob,M,0,Klein,247.48362999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Say It,73.0
2096,K's Choice,Jacob,M,1,Klein,206.78485,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Another Year,73.0
2097,Sound 5,Jacob,M,2,Klein,451.21261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Latin Static,73.0
2098,10cc,Jacob,M,3,Klein,300.40771,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Hotel,73.0
2099,Underworld,Jacob,M,4,Klein,700.81261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Born Slippy,73.0
2100,Plastilina Mosh,Jacob,M,5,Klein,222.95465,paid,"Tampa-St. Petersburg-Clearwater, FL",518,NiÃÂ±o Bomba,73.0
2101,Billy Idol,Jacob,M,6,Klein,254.01424,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Yellin' At The Xmas Tree,73.0
2102,Coko featuring Kirk Franklin,Jacob,M,7,Klein,249.3122,paid,"Tampa-St. Petersburg-Clearwater, FL",518,I Get Joy,73.0
2103,Tech N9ne,Jacob,M,8,Klein,301.76608,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Thugged-Out,73.0
2104,Kudai,Jacob,M,9,Klein,225.82812,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Ya Nada Queda,73.0
2105,Slightly Stoopid,Jacob,M,10,Klein,158.71955,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Till It Gets Wet,73.0
2106,The Killers,Jacob,M,11,Klein,254.85016000000002,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Daddy's Eyes,73.0
2107,Final Fantasy,Jacob,M,12,Klein,152.97261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,None Of You Will Ever See A Penny,73.0
2108,Snow Patrol,Jacob,M,13,Klein,200.93341999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Crack The Shutters,73.0
2109,,Jacob,M,14,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",518,,73.0
2110,,,,15,,,paid,,518,,
2111,,,,16,,,paid,,518,,
2112,,Jacob,M,17,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",518,,73.0
2113,Jorge Drexler,Jacob,M,18,Klein,224.57424,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Ganas De Ti (Album Version),73.0
2114,Emmy The Great,Jacob,M,19,Klein,204.79955,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Mia,73.0
2115,Big Tymers / Gotti / TQ / Mikkey,Jacob,M,20,Klein,222.40607999999997,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Sunny Day,73.0
2116,Molotov,Jacob,M,21,Klein,210.07627999999997,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Frijolero,73.0
2117,Tub Ring,Lily,F,0,Burns,233.69097999999997,free,"New York-Newark-Jersey City, NY-NJ-PA",646,Invalid,32.0
2118,Gin Blossoms,Mohammad,M,0,Rodriguez,233.482,free,"Sacramento--Roseville--Arden-Arcade, CA",679,Day Job,88.0
2119,Che Sudaka,Jacob,M,22,Klein,160.49587,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Bihotza,73.0
2120,Audioslave,Lily,F,1,Burns,273.65832,free,"New York-Newark-Jersey City, NY-NJ-PA",646,Yesterday To Tomorrow,32.0
2121,Erin Bode,Jacob,M,23,Klein,252.05506,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Here_ There And Everywhere,73.0
2122,Calle 13,Mohammad,M,1,Rodriguez,239.3073,free,"Sacramento--Roseville--Arden-Arcade, CA",679,AtrÃÂ©vete te te,88.0
2123,Selena Gomez & The Scene,Lily,F,2,Burns,184.65913999999998,free,"New York-Newark-Jersey City, NY-NJ-PA",646,Falling Down,32.0
2124,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Jacob,M,24,Klein,277.15873,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),73.0
2125,Colbie Caillat,Jacob,M,25,Klein,233.16852999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",518,I Never Told You,73.0
2126,The Black Crowes,Jacob,M,26,Klein,223.65995,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Mellow Down Easy,73.0
2127,Aloe Blacc,Jacob,M,27,Klein,244.1922,paid,"Tampa-St. Petersburg-Clearwater, FL",518,I Need A Dollar,73.0
2128,Datarock,Jacob,M,28,Klein,169.50812,paid,"Tampa-St. Petersburg-Clearwater, FL",518,True Stories,73.0
2129,Benjy Ferree,Jacob,M,29,Klein,169.89995,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Fear,73.0
2130,Lighter Shade of Brown,Jacob,M,30,Klein,211.85261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Homies,73.0
2131,Kinky,Jacob,M,31,Klein,190.92853,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Soun Tha Mi Primer Amor,73.0
2132,Pepper,Jacob,M,32,Klein,139.98975,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Blackout,73.0
2133,Lionel Richie,Jacob,M,33,Klein,249.62567,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Hello,73.0
2134,Fat Freddys Drop,Jacob,M,34,Klein,431.28118,paid,"Tampa-St. Petersburg-Clearwater, FL",518,The Raft,73.0
